noc_2011_code,census_year,noc_2011_description,bc_low_wage,bc_median_wage,bc_high_wage,bc_data_source,bc_reference_period,bc_annual_wage,vic_low_wage,vic_median_wage,vic_high_wage,vic_data_source,vic_reference_period,vic_annual_wage,msw_low_wage,msw_median_wage,msw_high_wage,msw_data_source,msw_reference_period,msw_annual_wage,tok_low_wage,tok_median_wage,tok_high_wage,tok_data_source,tok_reference_period,tok_annual_wage,kot_low_wage,kot_median_wage,kot_high_wage,kot_data_source,kot_reference_period,kot_annual_wage,car_low_wage,car_median_wage,car_high_wage,car_data_source,car_reference_period,car_annual_wage,north_coast_low_wage,north_coast_median_wage,north_coast_high_wage,north_coast_data_source,north_coast_reference_period,north_coast_annual_wage,nechako_low_wage,nechako_median_wage,nechako_high_wage,nechako_data_source,nechako_reference_period,nechako_annual_wage,ne_coast_low_wage,ne_median_wage,ne_high_wage,ne_data_source,ne_reference_period,ne_annual_wage
7331.0,2011,Oil and solid fuel heating mechanics,15.0,23.75,34.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7332.0,2011,Appliance servicers and repairers,10.25,20.127,32.857,National Household Survey,2011,HOUR,10.25,23.207,29.0661,National Household Survey,2011,HOUR,10.25,22.318,34.0567,National Household Survey,2011,HOUR,10.25,17.877,35.6724,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,10.25,20.62,27.13,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7333.0,2011,Electrical mechanics,15.842,35.316,48.2572,National Household Survey,2011,HOUR,10.25,17.62,38.35,2006 Census - Statistics Canada,2006,HOUR,15.425,33.645,44.8165,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7334.0,2011,"Motorcycle, all-terrain vehicle and other related mechanics",10.25,24.659,33.5395,National Household Survey,2011,HOUR,10.68,17.78,21.5,2006 Census - Statistics Canada,2006,HOUR,10.25,24.553,34.2828,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7335.0,2011,Other small engine and small equipment repairers,14.497,23.588,34.6621,National Household Survey,2011,HOUR,12.238,20.023,27.3154,National Household Survey,2011,HOUR,24.957,32.958,45.074,National Household Survey,2011,HOUR,13.0,18.5,25.0,Employment Insurance Data,2011-2012,HOUR,13.0,23.69,33.7,Labour Force Survey - Statistics Canada,2011-2012,HOUR,13.0,18.25,25.0,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7361.0,2011,Railway and yard locomotive engineers,26.461,41.442,49.0246,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,20.447,34.099,49.9336,National Household Survey,2011,HOUR,28.401,42.39,46.6864,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7362.0,2011,Railway conductors and brakemen/women,16.83,30.04,38.46,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,16.83,30.04,38.46,Labour Force Survey,2012-2013,HOUR,16.83,30.04,38.46,Labour Force Survey,2012-2013,HOUR,18.36,27.0,35.24,Employment Insurance Data,2011-2012,HOUR,16.83,30.04,38.46,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,26.26,27.55,39.91,2006 Census - Statistics Canada,2006,HOUR
7371.0,2011,Crane operators,22.0,31.0,46.0,Labour Force Survey,2012-2013,HOUR,22.0,31.0,46.0,Labour Force Survey,2012-2013,HOUR,22.0,31.0,46.0,Labour Force Survey,2012-2013,HOUR,21.0,31.5,40.88,Employment Insurance Data,2012-2013,HOUR,17.72,28.0,38.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,19.11,27.93,31.97,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7372.0,2011,"Drillers and blasters - surface mining, quarrying and construction",20.0,29.62,35.3,Employment Insurance Data,2012-2013,HOUR,23.65,29.675,36.2845,Employment Insurance Data,2012-2013,HOUR,18.0,29.15,33.16,Employment Insurance Data,2012-2013,HOUR,22.0,30.0,40.0,Employment Insurance Data,2012-2013,HOUR,20.158,30.0,32.7,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7373.0,2011,Water well drillers,19.0,24.0,31.0,Employment Insurance Data,2012-2013,HOUR,19.0,24.15,30.0,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7381.0,2011,Printing press operators,15.0,22.0,33.0,Labour Force Survey,2012-2013,HOUR,15.0,28.85,34.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,15.0,29.42,33.0,Labour Force Survey,2012-2013,HOUR,15.0,28.85,34.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7384.0,2011,"Other trades and related occupations, n.e.c.",15.0,22.0,33.47,Employment Insurance Data,2011-2012,HOUR,15.5,22.0,33.72,Employment Insurance Data,2011-2012,HOUR,14.0,21.75,33.47,Employment Insurance Data,2011-2012,HOUR,16.0,22.0,29.0,Employment Insurance Data,2011-2012,HOUR,15.0,22.0,33.47,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,15.0,22.0,33.47,Employment Insurance Data,2011-2012,HOUR
7441.0,2011,Residential and commercial installers and servicers,14.0,19.0,35.0,Labour Force Survey,2012-2013,HOUR,14.0,19.0,35.0,Labour Force Survey,2012-2013,HOUR,14.75,18.0,36.0,Labour Force Survey,2012-2013,HOUR,14.0,19.0,35.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,13.0,20.0,31.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7442.0,2011,Waterworks and gas maintenance workers,17.345,28.18,52.1009,National Household Survey,2011,HOUR,18.44,24.14,39.19,2006 Census - Statistics Canada,2006,HOUR,17.233,27.941,51.1125,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,10.25,21.75,57.11,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.32,20.32,36.78,2006 Census - Statistics Canada,2006,HOUR
7444.0,2011,Pest controllers and fumigators,11.798,25.293,32.3592,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,11.78,26.985,32.2812,National Household Survey,2011,HOUR,10.25,17.07,42.79,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7445.0,2011,Other repairers and servicers,10.25,16.5,26.0,Labour Force Survey,2012-2013,HOUR,10.25,16.5,26.0,Labour Force Survey,2012-2013,HOUR,10.25,16.5,26.0,Labour Force Survey,2012-2013,HOUR,11.09,14.5,19.56,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7451.0,2011,Longshore workers,18.5,35.0,50.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,24.0,35.0,50.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7452.0,2011,Material handlers,10.75,17.0,28.85,Labour Force Survey,2012-2013,HOUR,11.0,16.0,30.0,Labour Force Survey,2012-2013,HOUR,10.75,16.0,27.43,Labour Force Survey,2012-2013,HOUR,10.5,22.59,31.25,Labour Force Survey,2012-2013,HOUR,12.0,17.0,27.24,Employment Insurance Data,2012-2013,HOUR,12.0,18.0,27.1,Employment Insurance Data,2012-2013,HOUR,10.75,17.0,28.85,Labour Force Survey,2012-2013,HOUR,10.75,17.0,28.85,Labour Force Survey,2012-2013,HOUR,15.75,21.5,30.0,Employment Insurance Data,2012-2013,HOUR
7511.0,2011,Transport truck drivers,13.75,23.0,34.0,Labour Force Survey,2012-2013,HOUR,13.5,23.48,30.0,Labour Force Survey,2012-2013,HOUR,13.0,22.0,32.0,Labour Force Survey,2012-2013,HOUR,16.0,23.24,33.0,Labour Force Survey,2012-2013,HOUR,15.0,25.0,40.0,Labour Force Survey,2012-2013,HOUR,15.38,25.0,33.35,Labour Force Survey,2012-2013,HOUR,13.75,23.0,34.0,Labour Force Survey,2012-2013,HOUR,23.0,27.4,35.4,Employment Insurance Data,2012-2013,HOUR,20.0,30.0,39.0,Labour Force Survey,2012-2013,HOUR
7512.0,2011,"Bus drivers, subway operators and other transit operators",15.0,24.0,29.5,Labour Force Survey,2012-2013,HOUR,15.0,24.0,29.5,Labour Force Survey,2012-2013,HOUR,14.0,24.0,29.5,Labour Force Survey,2012-2013,HOUR,15.0,23.51,25.88,Employment Insurance Data,2012-2013,HOUR,17.0,22.58,25.5,Employment Insurance Data,2012-2013,HOUR,14.0,23.35,29.28,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,20.0,22.91,25.0,Employment Insurance Data,2012-2013,HOUR
7513.0,2011,Taxi and limousine drivers and chauffeurs,10.25,19.77,30.0,Labour Force Survey,2012-2013,HOUR,10.25,19.77,30.0,Labour Force Survey,2012-2013,HOUR,10.25,19.77,30.0,Labour Force Survey,2012-2013,HOUR,10.25,19.77,30.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,10.25,16.1,30.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,16.1,30.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR
7514.0,2011,Delivery and courier service drivers,10.25,16.7,27.0,Labour Force Survey,2012-2013,HOUR,10.25,16.7,27.0,Labour Force Survey,2012-2013,HOUR,10.25,17.0,27.0,Labour Force Survey,2012-2013,HOUR,10.25,16.7,27.0,Labour Force Survey,2012-2013,HOUR,10.25,15.2996,22.0,Employment Insurance Data,2012-2013,HOUR,10.25,16.7,27.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.4,18.0,27.36,Labour Force Survey - Statistics Canada,2011-2012,HOUR
7521.0,2011,Heavy equipment operators (except crane),19.23,28.0,34.0,Labour Force Survey,2012-2013,HOUR,15.46,26.0,35.77,Labour Force Survey,2012-2013,HOUR,19.0,29.0,34.0,Labour Force Survey,2012-2013,HOUR,19.4,25.0,30.0,Labour Force Survey,2012-2013,HOUR,20.0,27.0,33.48,Employment Insurance Data,2011-2012,HOUR,19.23,28.0,34.0,Labour Force Survey,2012-2013,HOUR,19.23,28.0,34.0,Labour Force Survey,2012-2013,HOUR,19.23,28.0,34.0,Labour Force Survey,2012-2013,HOUR,24.0,29.0,35.0,Employment Insurance Data,2012-2013,HOUR
7522.0,2011,Public works maintenance equipment operators and related workers,18.72,25.3,29.7,Labour Force Survey,2012-2013,HOUR,18.72,25.3,29.7,Labour Force Survey,2012-2013,HOUR,18.72,25.3,29.7,Labour Force Survey,2012-2013,HOUR,18.72,25.3,29.7,Labour Force Survey,2012-2013,HOUR,14.8,22.4,32.05,Labour Force Survey - Statistics Canada,2011-2012,HOUR,12.5,23.05,27.2,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,14.8,22.4,32.05,Labour Force Survey - Statistics Canada,2011-2012,HOUR
7531.0,2011,Railway yard and track maintenance workers,20.11,26.67,30.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,18.0,27.07,30.0,Employment Insurance Data,2012-2013,HOUR,20.11,25.91,31.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,10.25,27.43,44.81,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7532.0,2011,Water transport deck and engine room crew,17.25,25.0,32.0,Employment Insurance Data,2012-2013,HOUR,16.0,25.0,31.0,Employment Insurance Data,2012-2013,HOUR,18.0,28.25,33.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7533.0,2011,Boat and cable ferry operators and related occupations,19.26,23.22,25.0,Employment Insurance Data,2012-2013,HOUR,19.2518,23.22,24.99,Employment Insurance Data,2012-2013,HOUR,19.26,23.22,25.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7534.0,2011,Air transport ramp attendants,10.25,21.159,30.335,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,10.25,24.317,33.8258,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7535.0,2011,Other automotive mechanical installers and servicers,10.25,14.0,33.0,Labour Force Survey,2012-2013,HOUR,10.25,15.0,33.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,10.25,14.0,33.0,Labour Force Survey,2012-2013,HOUR,10.25,15.0,33.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,10.25,14.0,33.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7611.0,2011,Construction trades helpers and labourers,12.0,20.0,30.0,Labour Force Survey,2012-2013,HOUR,12.5,18.0,28.0,Labour Force Survey,2012-2013,HOUR,12.0,20.0,32.0,Labour Force Survey,2012-2013,HOUR,13.2,20.0,30.0,Labour Force Survey,2012-2013,HOUR,14.5,20.0,30.0,Employment Insurance Data,2012-2013,HOUR,13.224,23.251,42.1058,National Household Survey,2011,HOUR,14.0,22.775,30.1,Employment Insurance Data,2012-2013,HOUR,15.0,20.8,27.0,Employment Insurance Data,2012-2013,HOUR,10.25,23.61,40.9,National Household Survey,2011,HOUR
7612.0,2011,Other trades helpers and labourers,12.0,20.0,29.53,Employment Insurance Data,2012-2013,HOUR,13.0,20.0,32.0,Employment Insurance Data,2012-2013,HOUR,11.0,18.125,29.29,Employment Insurance Data,2012-2013,HOUR,12.75,20.0,29.53,Employment Insurance Data,2012-2013,HOUR,13.0,21.13,30.0,Employment Insurance Data,2012-2013,HOUR,14.0,22.0,28.7,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
7621.0,2011,Public works and maintenance labourers,15.0,21.0,29.0,Labour Force Survey,2012-2013,HOUR,15.0,21.0,29.0,Labour Force Survey,2012-2013,HOUR,15.0,21.0,29.0,Labour Force Survey,2012-2013,HOUR,15.0,21.0,29.0,Labour Force Survey,2012-2013,HOUR,12.0,19.542,27.0,Employment Insurance Data,2012-2013,HOUR,15.0,21.0,29.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,12.55,20.0,24.52,Employment Insurance Data,2010-2011,HOUR
7622.0,2011,Railway and motor transport labourers,12.12,17.5,25.0,Employment Insurance Data,2012-2013,HOUR,11.0,15.3,25.06,Employment Insurance Data,2012-2013,HOUR,12.0,16.57,23.8242,Employment Insurance Data,2012-2013,HOUR,12.5,18.425,26.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,15.455,21.0,25.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8211.0,2011,"Supervisors, logging and forestry",17.9435,28.08,35.0,Employment Insurance Data,2012-2013,HOUR,20.0,30.48,36.0,Employment Insurance Data,2012-2013,HOUR,10.25,26.79,41.22,2006 Census - Statistics Canada,2006,HOUR,19.0,25.88,35.0,Employment Insurance Data,2012-2013,HOUR,11.2,26.81,36.51,2006 Census - Statistics Canada,2006,HOUR,18.0,27.35,35.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,18.0,28.0,35.0,Employment Insurance Data,2010-2011,HOUR
8221.0,2011,"Supervisors, mining and quarrying",24.179,41.548,63.7777,National Household Survey,2011,HOUR,24.77,31.27,43.78,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,22.5,40.0,55.0,Employment Insurance Data,2012-2013,HOUR,28.99,37.38,47.9,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8222.0,2011,"Contractors and supervisors, oil and gas drilling and services",10.25,32.426,50.7682,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8231.0,2011,Underground production and development miners,21.0,33.0,38.0,Labour Force Survey,2012-2013,HOUR,21.0,33.0,38.0,Labour Force Survey,2012-2013,HOUR,19.51,30.0,42.3614,Employment Insurance Data,2012-2013,HOUR,21.0,33.0,38.0,Labour Force Survey,2012-2013,HOUR,21.0,33.0,38.0,Labour Force Survey,2012-2013,HOUR,23.975,30.0,33.5,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8232.0,2011,"Oil and gas well drillers, servicers, testers and related workers",18.33,37.7815,45.0,Employment Insurance Data,2012-2013,HOUR,21.75,38.5,45.7,Employment Insurance Data,2012-2013,HOUR,15.0,35.0,42.2,Employment Insurance Data,2011-2012,HOUR,19.75,40.0,45.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8241.0,2011,Logging machinery operators,22.0,27.5,31.0,Labour Force Survey,2012-2013,HOUR,25.67,31.0,35.0,Employment Insurance Data,2012-2013,HOUR,19.19,28.5,32.5,Employment Insurance Data,2012-2013,HOUR,20.0,28.0,31.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,21.0,26.0,31.5,Employment Insurance Data,2012-2013,HOUR,20.0,26.0,28.12,Employment Insurance Data,2012-2013,HOUR,18.5,26.5,30.23,Employment Insurance Data,2012-2013,HOUR,10.25,27.605,37.2307,National Household Survey,2011,HOUR,20.0,28.0,31.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR
8252.0,2011,"Agricultural service contractors, farm supervisors and specialized livestock workers",11.0,14.6271,20.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,10.25,15.0,22.0,Employment Insurance Data,2012-2013,HOUR,11.5,14.0,18.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8255.0,2011,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",10.25,17.363,33.4329,National Household Survey,2011,HOUR,10.25,16.228,28.2051,National Household Survey,2011,HOUR,10.25,19.379,35.5183,National Household Survey,2011,HOUR,10.25,17.363,33.4329,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8261.0,2011,Fishing masters and officers,13.0208,26.0,50.0,Employment Insurance Data,2012-2013,HOUR,11.8988,25.21,50.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8262.0,2011,Fishermen/women,11.3122,20.0,50.0,Employment Insurance Data,2012-2013,HOUR,11.3122,19.3924,48.4809,Employment Insurance Data,2012-2013,HOUR,11.3122,25.0,50.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8411.0,2011,Underground mine service and support workers,16.66,28.145,35.37,Employment Insurance Data,2012-2013,HOUR,16.66,26.95,32.7,Employment Insurance Data,2011-2012,HOUR,13.25,25.0,33.0,Employment Insurance Data,2012-2013,HOUR,16.5,25.0,35.0,Employment Insurance Data,2012-2013,HOUR,25.0,32.93,38.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8412.0,2011,Oil and gas well drilling and related workers and services operators,28.0,32.5,37.5,Employment Insurance Data,2012-2013,HOUR,26.425,33.415,37.5,Employment Insurance Data,2012-2013,HOUR,28.0,32.0,38.4615,Employment Insurance Data,2012-2013,HOUR,28.0,33.0,38.0,Employment Insurance Data,2012-2013,HOUR,30.0,32.0,37.5,Employment Insurance Data,2012-2013,HOUR,25.0,34.0,37.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,25.89,30.0,35.0,Employment Insurance Data,2010-2011,HOUR
8421.0,2011,Chain saw and skidder operators,20.0,28.0,40.0,Labour Force Survey,2012-2013,HOUR,25.0,30.275,45.08,Employment Insurance Data,2012-2013,HOUR,18.22,26.0,32.0,Employment Insurance Data,2012-2013,HOUR,20.0,26.0,35.0,Employment Insurance Data,2012-2013,HOUR,22.0,26.0,35.0,Employment Insurance Data,2012-2013,HOUR,20.0,26.0,32.0,Employment Insurance Data,2012-2013,HOUR,24.0,28.6,45.08,Employment Insurance Data,2012-2013,HOUR,22.0,26.175,31.0,Employment Insurance Data,2012-2013,HOUR,20.0,27.0,32.0,Employment Insurance Data,2012-2013,HOUR
8422.0,2011,Silviculture and forestry workers,10.25,22.985,39.445,National Household Survey,2011,HOUR,17.0,21.29,32.25,Employment Insurance Data,2012-2013,HOUR,17.0,20.0,26.63,Employment Insurance Data,2012-2013,HOUR,14.0,19.87,29.29,Employment Insurance Data,2012-2013,HOUR,18.0,21.0,34.0,Employment Insurance Data,2012-2013,HOUR,16.0,20.0,30.0,Employment Insurance Data,2012-2013,HOUR,15.0,21.565,30.0,Employment Insurance Data,2012-2013,HOUR,15.75,20.0,30.0,Employment Insurance Data,2012-2013,HOUR,16.0,20.0,29.29,Employment Insurance Data,2011-2012,HOUR
8431.0,2011,General farm workers,10.25,14.0,23.21,Labour Force Survey,2012-2013,HOUR,10.25,14.0,23.21,Labour Force Survey,2012-2013,HOUR,10.25,13.19,20.0,Labour Force Survey,2012-2013,HOUR,10.5,12.48,16.65,Employment Insurance Data,2012-2013,HOUR,11.0,14.0,20.0,Employment Insurance Data,2012-2013,HOUR,10.5,14.0,20.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8432.0,2011,Nursery and greenhouse workers,10.25,11.5,19.3,Labour Force Survey,2012-2013,HOUR,10.25,11.5,19.3,Labour Force Survey,2012-2013,HOUR,10.25,11.0,19.3,Labour Force Survey,2012-2013,HOUR,11.0,13.0,18.38,Employment Insurance Data,2012-2013,HOUR,10.89,12.48,17.0,Employment Insurance Data,2012-2013,HOUR,10.5,11.5,16.84,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8441.0,2011,Fishing vessel deckhands,11.842,20.0,40.0,Employment Insurance Data,2012-2013,HOUR,11.5902,18.6681,30.0,Employment Insurance Data,2012-2013,HOUR,11.71,21.84,42.72,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8442.0,2011,Trappers and hunters,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8611.0,2011,Harvesting labourers,10.25,12.0,20.82,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,10.25,11.75,23.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8612.0,2011,Landscaping and grounds maintenance labourers,12.0,17.0,27.0,Labour Force Survey,2012-2013,HOUR,12.0,18.0,30.0,Labour Force Survey,2012-2013,HOUR,12.0,16.0,25.0,Labour Force Survey,2012-2013,HOUR,12.0,17.0,27.0,Labour Force Survey,2012-2013,HOUR,10.5,14.0,19.5,Employment Insurance Data,2012-2013,HOUR,11.5,16.0,25.0,Employment Insurance Data,2012-2013,HOUR,10.25,15.0,25.71,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,14.0,20.26,24.7,Employment Insurance Data,2012-2013,HOUR
8613.0,2011,Aquaculture and marine harvest labourers,12.5,16.5,23.0,Employment Insurance Data,2012-2013,HOUR,14.0,17.0,24.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
8614.0,2011,Mine labourers,15.26,23.0,32.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,13.9,25.08,37.0,Employment Insurance Data,2012-2013,HOUR,18.1343,25.0,38.5,Employment Insurance Data,2012-2013,HOUR,13.5,20.0,30.0,Employment Insurance Data,2012-2013,HOUR,17.5,21.9249,27.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,17.0,22.0,25.0,Employment Insurance Data,2012-2013,HOUR,NA,NA,NA,NA,NA,HOUR
