census_year,noc_code,noc_description,wage_period,bc_low_10thpctl,bc_hgh_90thpctl,bc_median_wage,bc_ref_period,bc_data_source,vancvr_isld_coast_low_10thpctl,vancvr_isld_coast_hgh_90thpctl,vancvr_isld_coast_median_wage,vancvr_isld_coast_ref_period,vancvr_isld_coast_data_source,north_east_low_10thpctl,north_east_hgh_90thpctl,north_east_median_wage,north_east_ref_period,north_east_data_source,north_coast_low_10thpctl,north_coast_hgh_90thpctl,north_coast_median_wage,north_coast_ref_period,north_coast_data_source,thompson_okanagan_low_10thpctl,thompson_okanagan_hgh_90thpctl,thompson_okanagan_median_wage,thompson_okanagan_ref_period,thompson_okanagan_data_source,cariboo_low_10thpctl,cariboo_hgh_90thpctl,cariboo_median_wage,cariboo_ref_period,cariboo_data_source,mainland_sthwest_low_10thpctl,mainland_sthwest_hgh_90thpctl,mainland_southwest_median_wage,mainland_sthwest_ref_period,mainland_sthwest_data_source,kootenays_low_10thpctl,kootenays_hgh_90thpctl,kootenays_median_wage,kootenays_ref_period,kootenays_data_source,nechako_low_10thpctl,nechako_hgh_90thpctl,nechako_median_wage,nechako_data_source,nechako_ref_period
2011,4422,Correctional service officers,HOUR,22,37,28.51,2012-2013,Labour Force Survey,22,37,28.51,2012-2013,Labour Force Survey,,,,,,,,,,,22.105,31.986,26.079,2011,National Household Survey,15.88,37,27,2011-2012,Labour Force Survey - Statistics Canada,22.07,37,30,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4423,"By-law enforcement and other regulatory officers, n.e.c.",HOUR,12.518,43.8924,28.859,2011,National Household Survey,15.342,67.0119,31.395,2011,National Household Survey,17.65,24.76,23.58,2006,2006 Census - Statistics Canada,,,,,,10.572,41.2418,32.184,2011,National Household Survey,19.92,26.57,23.54,2006,2006 Census - Statistics Canada,13.3,37.388,28.1326,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5111,Librarians,HOUR,20,39.56,30,2012-2013,Labour Force Survey,19.55,39.42,30,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,19.55,39.42,30,2011-2012,Labour Force Survey - Statistics Canada,19.55,39.42,30,2011-2012,Labour Force Survey - Statistics Canada,20,39.56,30,2012-2013,Labour Force Survey,,,,,,,,,,
2011,5112,Conservators and curators,HOUR,10.25,36.6379,26.082,2011,National Household Survey,13.46,31.17,22.98,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,17.06,25.66,22.35,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,5113,Archivists,HOUR,21.17,36.94,27.51,2006,2006 Census - Statistics Canada,24.03,29.51,27.46,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,21.24,44.64,29.28,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,5121,Authors and writers,HOUR,19.01,40.1338,27.8707,2012-2013,Employment Insurance Data,19.01,40.1338,27.8707,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,19.5095,42,29.715,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5122,Editors,HOUR,15.625,38.6012,25.34,2012-2013,Employment Insurance Data,10.995,50.7372,25.601,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,15,40,25,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5123,Journalists,HOUR,11.806,51.7491,28.572,2011,National Household Survey,,,,,,,,,,,,,,,,15,34.93,22.94,2011-2012,Employment Insurance Data,,,,,,12.91,49.23,26.26,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,5125,"Translators, terminologists and interpreters",HOUR,16.08,43.0081,24.3,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,18.08,43.0081,28.08,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5131,"Producers, directors, choreographers and related occupations",HOUR,15,50,26.9477,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,15.61,50,28,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5132,"Conductors, composers and arrangers",YEAR,23523.75,64738,47973,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,,,,,,23524,149606,47945,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,5133,Musicians and singers,HOUR,18,40.6504,25,2012-2013,Employment Insurance Data,18,40.6504,25,2012-2013,Employment Insurance Data,,,,,,,,,,,16.92,41.35,25,2011-2012,Employment Insurance Data,,,,,,18,40.6504,25,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5134,Dancers,HOUR,16.9,40,31,2012-2013,Employment Insurance Data,17,40,30,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,16.08,40,33.67,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,5135,Actors and comedians,HOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,5136,"Painters, sculptors and other visual artists",HOUR,16,48.8703,30,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,15,44.57,30,2011-2012,Employment Insurance Data,,,,,,16.34,50,30.92,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5211,Library and public archive technicians,HOUR,15.59,24,20,2012-2013,Labour Force Survey,15.59,24,20,2012-2013,Labour Force Survey,,,,,,,,,,,15.3,21.33,18.615,2012-2013,Employment Insurance Data,,,,,,15.59,24,20,2012-2013,Labour Force Survey,,,,,,,,,,
2011,5212,Technical occupations related to museums and art galleries,HOUR,10.25,32.5988,19.472,2011,National Household Survey,14,25,17.5,2012-2013,Employment Insurance Data,,,,,,,,,,,13,25.59,18,2012-2013,Employment Insurance Data,,,,,,14,26.46,18,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,5221,Photographers,HOUR,10.25,27.09,13.0011,2012-2013,Employment Insurance Data,10.25,27.09,13.0011,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,10.25,34.7244,13.062,2011,National Household Survey,,,,,,,,,,
2011,5222,Film and video camera operators,HOUR,13.75,42.94,27.63,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,13,45,28.58,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,5223,Graphic arts technicians,HOUR,10.25,46.1061,22.248,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,47.196,22.461,2011,National Household Survey,,,,,,,,,,
2011,5224,Broadcast technicians,HOUR,11.025,42.8314,25.333,2011,National Household Survey,10.25,30.16,26.08,2006,2006 Census - Statistics Canada,,,,,,,,,,,20.91,29.26,25.03,2006,2006 Census - Statistics Canada,,,,,,15.888,41.4494,27.437,2011,National Household Survey,,,,,,,,,,
2011,5225,Audio and video recording technicians,HOUR,16.67,35.855,25.97,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,17,35.88,26,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",HOUR,11.382,46.6019,27.785,2011,National Household Survey,15,29.5,22,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,11.94,49.5513,27.74,2011,National Household Survey,,,,,,,,,,
2011,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",HOUR,13,35,23,2012-2013,Labour Force Survey,12.75,32,24.26,2012-2013,Employment Insurance Data,,,,,,,,,,,10.58,29.44,13.4,2011-2012,Employment Insurance Data,,,,,,13,35,23,2012-2013,Labour Force Survey,,,,,,,,,,
2011,5231,Announcers and other broadcasters,HOUR,11.25,44.3361,21.0596,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,53.42,20.4,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,5232,"Other performers, n.e.c.",HOUR,10.25,28.1533,12.272,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,5241,Graphic designers and illustrators,HOUR,15,39.42,22.5,2012-2013,Labour Force Survey,15,39.42,22.5,2012-2013,Labour Force Survey,,,,,,,,,,,15,39.42,22.5,2012-2013,Labour Force Survey,,,,,,14.5,40.51,22.5,2012-2013,Labour Force Survey,15,40.42,24,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,5242,Interior designers and interior decorators,HOUR,14.5,38.8039,22,2012-2013,Employment Insurance Data,14.12,36.75,20,2012-2013,Employment Insurance Data,,,,,,,,,,,14.5,38.8039,22,2012-2013,Employment Insurance Data,,,,,,16,39.9452,24.31,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5243,"Theatre, fashion, exhibit and other creative designers",HOUR,12.5,38.45,22.875,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,13,39.59,23.6444,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5244,Artisans and craftspersons,HOUR,12,25,17,2012-2013,Employment Insurance Data,12,24,16.25,2012-2013,Employment Insurance Data,,,,,,,,,,,14,21.99,16,2012-2013,Employment Insurance Data,12,23.83,16,2011-2012,Employment Insurance Data,12,25,17,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5245,"Patternmakers - textile, leather and fur products",HOUR,10.25,20.91,17.17,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,5251,Athletes,HOUR,13.66,35.2571,20,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,50.73,22,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,5252,Coaches,HOUR,13.5,44.7227,22,2012-2013,Employment Insurance Data,,,,,,12.73,41.01,22,2011-2012,Employment Insurance Data,,,,,,12.73,41.01,22,2011-2012,Employment Insurance Data,,,,,,14.4533,44.2885,22,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,5253,Sports officials and referees,HOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,5254,"Program leaders and instructors in recreation, sport and fitness",HOUR,11.5,28,18,2012-2013,Labour Force Survey,11.5,28,18,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,28.4335,19.102,2011,National Household Survey,11,24.5,17.84,2010-2011,Employment Insurance Data,12,30,19.7,2012-2013,Labour Force Survey,12.12,23.2585,17,2012-2013,Employment Insurance Data,,,,,
2011,6211,Retail sales supervisors,HOUR,11.2,28.85,18,2012-2013,Labour Force Survey,11.9,28.85,18,2012-2013,Labour Force Survey,10.35,29,16.75,2011-2012,Labour Force Survey - Statistics Canada,,,,,,11.2,28.85,18,2012-2013,Labour Force Survey,11.2,28.85,18,2012-2013,Labour Force Survey,11,28.85,17.25,2012-2013,Labour Force Survey,11.2,28.85,18,2012-2013,Labour Force Survey,,,,,
2011,6221,Technical sales specialists - wholesale trade,HOUR,13.8,41.35,23.2,2012-2013,Labour Force Survey,13.8,41.35,23.2,2012-2013,Labour Force Survey,,,,,,,,,,,13.8,41.35,23.2,2012-2013,Labour Force Survey,13.9,40,24.04,2011-2012,Labour Force Survey - Statistics Canada,13,45.67,24,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6222,Retail and wholesale buyers,HOUR,12,38.46,18,2012-2013,Labour Force Survey,10.25,37.5332,17.573,2011,National Household Survey,,,,,,,,,,,12,38.46,18,2012-2013,Labour Force Survey,,,,,,12,37.5,18.51,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6231,Insurance agents and brokers,HOUR,14,33.65,21.63,2012-2013,Labour Force Survey,14,33.65,21.63,2012-2013,Labour Force Survey,,,,,,,,,,,14,33.65,21.63,2012-2013,Labour Force Survey,14.316,36.4467,20.661,2011,National Household Survey,15.68,40,21.67,2012-2013,Labour Force Survey,14,33.65,21.63,2012-2013,Labour Force Survey,,,,,
2011,6232,Real estate agents and salespersons,HOUR,10.25,45.9578,19.84,2011,National Household Survey,10.25,67.02,26.84,2011,National Household Survey,10.25,50.68,18.4,2006,2006 Census - Statistics Canada,,,,,,,,,,,10.25,44.38,18.5,2010-2011,Labour Force Survey - Statistics Canada,10.25,47.92,19.09,2011,National Household Survey,,,,,,,,,,
2011,6235,Financial sales representatives,HOUR,17,33.33,23.08,2012-2013,Labour Force Survey,17,33.33,23.08,2012-2013,Labour Force Survey,16.67,34,23.44,2011-2012,Labour Force Survey - Statistics Canada,,,,,,18.97,45.67,22.56,2012-2013,Labour Force Survey,17,33.33,23.08,2012-2013,Labour Force Survey,17,30.77,23.44,2012-2013,Labour Force Survey,16.67,34,23.44,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,6311,Food service supervisors,HOUR,10.45,23.7,12,2012-2013,Labour Force Survey,10.45,23.7,12,2012-2013,Labour Force Survey,10.25,23.08,12.12,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.45,23.7,12,2012-2013,Labour Force Survey,10.8,16.57,12.275,2012-2013,Employment Insurance Data,10.25,25,12,2012-2013,Labour Force Survey,10.25,16.05,12.41,2006,2006 Census - Statistics Canada,,,,,
2011,6312,Executive housekeepers,HOUR,11.35,20,15,2012-2013,Employment Insurance Data,11,20,14.75,2012-2013,Employment Insurance Data,,,,,,,,,,,11.125,19,15,2012-2013,Employment Insurance Data,,,,,,12,20.56,15,2012-2013,Employment Insurance Data,10.25,19.72,13.4,2006,2006 Census - Statistics Canada,,,,,
2011,6313,"Accommodation, travel, tourism and related services supervisors",HOUR,10.75,31.79,18.99,2012-2013,Labour Force Survey,10.75,31.79,18.99,2012-2013,Labour Force Survey,,,,,,,,,,,10.75,31.79,18.99,2012-2013,Labour Force Survey,,,,,,10.5,31.79,20,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6314,Customer and information services supervisors,HOUR,18.27,35.58,25,2012-2013,Labour Force Survey,18.27,35.58,25,2012-2013,Labour Force Survey,17.23,35.58,24.62,2011-2012,Labour Force Survey - Statistics Canada,,,,,,17.23,35.58,24.62,2011-2012,Labour Force Survey - Statistics Canada,,,,,,18.51,35.58,25.64,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6315,Cleaning supervisors,HOUR,12,29.47,21.63,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,11,28.85,18.27,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6316,Other services supervisors,HOUR,10.56,20.8526,14.4,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,18.84,14.52,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,6321,Chefs,HOUR,10.75,24.04,15.6,2012-2013,Labour Force Survey,11,24,17.15,2012-2013,Labour Force Survey,,,,,,,,,,,10.75,24.04,15.6,2012-2013,Labour Force Survey,,,,,,10.45,24,15,2012-2013,Labour Force Survey,10.75,24.04,15.6,2012-2013,Labour Force Survey,,,,,
2011,6322,Cooks,HOUR,10.25,20,12.1,2012-2013,Labour Force Survey,10.25,20.27,12.5,2012-2013,Labour Force Survey,12,22,16.94,2012-2013,Employment Insurance Data,10.25,19.9975,11.195,2011,National Household Survey,10.25,17,12,2012-2013,Labour Force Survey,10.3,21.1659,13.8,2012-2013,Employment Insurance Data,10.25,20,12,2012-2013,Labour Force Survey,10.25,20,12.1,2012-2013,Labour Force Survey,,,,,
2011,6331,"Butchers, meat cutters and fishmongers - retail and wholesale",HOUR,10.25,25.6,11.75,2012-2013,Labour Force Survey,10.25,24,11.45,2011-2012,Labour Force Survey,10.25,25,12.5,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.25,25,12.5,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.25,25.6,11.5,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6332,Bakers,HOUR,10.25,25,12.5,2012-2013,Labour Force Survey,10.25,25,12.5,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,25,12.5,2012-2013,Labour Force Survey,10.25,21.36,12.35,2012-2013,Employment Insurance Data,10.25,20.46,12.35,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6341,Hairstylists and barbers,HOUR,10.25,23.08,12,2012-2013,Labour Force Survey,10.25,23.08,12,2012-2013,Labour Force Survey,10.25,23.08,12,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.25,23.08,12,2012-2013,Labour Force Survey,10.25,23.08,12,2011-2012,Labour Force Survey - Statistics Canada,10.25,23.08,12.31,2012-2013,Labour Force Survey,10.25,23.08,12,2012-2013,Labour Force Survey,,,,,
2011,6342,"Tailors, dressmakers, furriers and milliners",HOUR,10.5,20,14,2012-2013,Labour Force Survey,10.25,19.23,13,2011-2012,Employment Insurance Data,,,,,,,,,,,12,20,14.4,2011-2012,Employment Insurance Data,,,,,,10.5,20,14,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6343,Shoe repairers and shoemakers,HOUR,10.25,15.19,11.34,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,14.31,11.3,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,6344,"Jewellers, jewellery and watch repairers and related occupations",HOUR,10.25,21.5156,11.326,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,22.4903,13.892,2011,National Household Survey,,,,,,,,,,
2011,6345,Upholsterers,HOUR,13,29.3,20,2012-2013,Employment Insurance Data,10.25,16.85,10.25,2006,2006 Census - Statistics Canada,,,,,,,,,,,14,29.34,20,2011-2012,Employment Insurance Data,,,,,,14.5,29.3,21,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,6346,Funeral directors and embalmers,HOUR,14.654,189.964,24.588,2011,National Household Survey,14.46,25.88,22.17,2011-2012,Employment Insurance Data,,,,,,,,,,,14.46,25.88,22.17,2011-2012,Employment Insurance Data,,,,,,15.563,202.345,25.482,2011,National Household Survey,,,,,,,,,,
2011,6411,Sales and account representatives - wholesale trade (non-technical),HOUR,11.54,37.5,22.04,2012-2013,Labour Force Survey,12,37.5,20.67,2012-2013,Labour Force Survey,15,45.09,24.89,2006,2006 Census - Statistics Canada,,,,,,13,36.06,20.51,2012-2013,Labour Force Survey,11.54,37.5,22.04,2012-2013,Labour Force Survey,11.54,38.46,22.12,2012-2013,Labour Force Survey,10.25,47.296,19.236,2011,National Household Survey,,,,,
2011,6421,Retail salespersons,HOUR,10.25,23,12,2012-2013,Labour Force Survey,10.25,22.19,12,2012-2013,Labour Force Survey,10.25,23,12,2012-2013,Labour Force Survey,10.25,23,12,2012-2013,Labour Force Survey,10.25,23.08,12,2012-2013,Labour Force Survey,10.25,29,12,2012-2013,Labour Force Survey,10.25,23,12,2012-2013,Labour Force Survey,10.25,28.85,12.5,2011-2012,Labour Force Survey,10.25,18.15,12.25,Employment Insurance Data,2012-2013
2011,6511,MaÌ_åÂtres d'hÌ_Ìàtel and hosts/hostesses,HOUR,10.25,20,12,2012-2013,Labour Force Survey,10.25,18,11,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,10.25,18,11,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.25,19,12,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6512,Bartenders,HOUR,10.25,16.295,12,2012-2013,Employment Insurance Data,10.25,16,12,2012-2013,Employment Insurance Data,10.25,15.81,11,2011-2012,Employment Insurance Data,,,,,,10.25,15,12,2012-2013,Employment Insurance Data,10.25,14.89,12,2011-2012,Employment Insurance Data,10.25,16.93,13,2012-2013,Employment Insurance Data,10.25,13,10.38,2011-2012,Employment Insurance Data,,,,,
2011,6513,Food and beverage servers,HOUR,10.25,17.11,11,2012-2013,Employment Insurance Data,10.25,15.54,11,2012-2013,Employment Insurance Data,10.25,14,10.5,2011-2012,Employment Insurance Data,,,,,,10.25,14,10.75,2012-2013,Employment Insurance Data,10.25,13.69,10.25,2012-2013,Employment Insurance Data,10.25,20,12,2012-2013,Employment Insurance Data,10.25,13,11,2012-2013,Employment Insurance Data,,,,,
2011,6521,Travel counsellors,HOUR,11.25,28.85,16.73,2012-2013,Labour Force Survey,12,19.65,14.1416,2012-2013,Employment Insurance Data,,,,,,,,,,,11.5,23.08,15.9,2011-2012,Labour Force Survey - Statistics Canada,11.5,23.08,15.9,2011-2012,Labour Force Survey - Statistics Canada,12,27.4,16.73,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6522,Pursers and flight attendants,HOUR,15,57,27.47,2012-2013,Labour Force Survey,22.06,49.5,30.06,2011-2012,Employment Insurance Data,,,,,,,,,,,22.06,49.5,30.06,2011-2012,Employment Insurance Data,,,,,,15,57,27.47,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6523,Airline ticket and service agents,HOUR,11,26,15,2012-2013,Labour Force Survey,11,26,15,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,10.5,26.44,16,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6524,"Ground and water transport ticket agents, cargo service representatives and related clerks",HOUR,11,24.42,17.7061,2012-2013,Employment Insurance Data,11.5,24.38,18,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,11.6,24.5918,19.25,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,6525,Hotel front desk clerks,HOUR,10.25,18,13.75,2012-2013,Labour Force Survey,10.25,18,13.75,2012-2013,Labour Force Survey,12.02,17,14,2012-2013,Employment Insurance Data,,,,,,10.25,18,13.75,2012-2013,Labour Force Survey,10.25,15.78,12.97,2012-2013,Employment Insurance Data,10.5,18,15,2012-2013,Labour Force Survey,11,15.82,12.5,2012-2013,Employment Insurance Data,,,,,
2011,6531,Tour and travel guides,HOUR,11,22.17,14.25,2012-2013,Employment Insurance Data,10.25,25.83,15.5,2012-2013,Employment Insurance Data,,,,,,,,,,,10.25,18,13.25,2011-2012,Employment Insurance Data,,,,,,11.5,23.1696,14.125,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,6532,Outdoor sport and recreational guides,HOUR,12,25,17,2012-2013,Employment Insurance Data,12.125,22.785,17.43,2012-2013,Employment Insurance Data,,,,,,,,,,,13,40,21,2012-2013,Employment Insurance Data,,,,,,11.5,24.38,15,2012-2013,Employment Insurance Data,12.5,30,18.13,2012-2013,Employment Insurance Data,,,,,
2011,6533,Casino occupations,HOUR,10.6,20,15.37,2012-2013,Labour Force Survey,10.25,21,15,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,,,,,,10.25,21.95,15.7,2006,2006 Census - Statistics Canada,11.85,20,15,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6541,Security guards and related security service occupations,HOUR,11,25,14.97,2012-2013,Labour Force Survey,12,25,16,2012-2013,Labour Force Survey,16,25.55,18,2011-2012,Employment Insurance Data,,,,,,11,20,14.5,2012-2013,Labour Force Survey,11,25,14.97,2012-2013,Labour Force Survey,10.7,25.75,14,2012-2013,Labour Force Survey,11,25,14.97,2012-2013,Labour Force Survey,,,,,
2011,6551,Customer services representatives - financial institutions,HOUR,12,23.08,16,2012-2013,Labour Force Survey,13.5,24,16,2012-2013,Labour Force Survey,,,,,,,,,,,12,23.08,16,2012-2013,Labour Force Survey,10.25,22.7742,15.981,2011,National Household Survey,11.54,23.5,15.9,2012-2013,Labour Force Survey,13.29,23.515,18.0826,2012-2013,Employment Insurance Data,,,,,
2011,6552,Other customer and information services representatives,HOUR,10.5,25,16.83,2012-2013,Labour Force Survey,11,26.15,15,2012-2013,Labour Force Survey,11,27.99,18,2012-2013,Employment Insurance Data,10.5,25,16.83,2012-2013,Labour Force Survey,10.25,23.13,15.75,2012-2013,Labour Force Survey,10.25,22.7,16,2012-2013,Employment Insurance Data,10.75,26.5,17,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6561,"Image, social and other personal consultants",HOUR,10.25,26.0756,13,2012-2013,Employment Insurance Data,10.25,14.72,11.38,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,10.25,26.0756,13,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,6562,"Estheticians, electrologists and related occupations",HOUR,10.25,19.23,15,2012-2013,Labour Force Survey,10.25,22,15,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,10.25,22,15,2011-2012,Labour Force Survey - Statistics Canada,10.25,22,15,2011-2012,Labour Force Survey - Statistics Canada,10.25,19.23,15,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6563,Pet groomers and animal care workers,HOUR,10.25,17,12,2012-2013,Labour Force Survey,10.25,17,12,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,17,12,2012-2013,Labour Force Survey,,,,,,10.25,17,12,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6564,Other personal service occupations,HOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,6611,Cashiers,HOUR,10.25,18.65,10.75,2012-2013,Labour Force Survey,10.25,18,11,2012-2013,Labour Force Survey,10.25,18.65,10.75,2012-2013,Labour Force Survey,10.25,14,11,2012-2013,Employment Insurance Data,10.25,17,10.55,2012-2013,Labour Force Survey,10.25,18,11,2012-2013,Labour Force Survey,10.25,20,10.6,2012-2013,Labour Force Survey,10.25,18.65,10.75,2012-2013,Labour Force Survey,10.25,16.25,10.25,Employment Insurance Data,2012-2013
2011,6621,Service station attendants,HOUR,10.25,14,10.5,2012-2013,Labour Force Survey,10.25,14,10.5,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,12.93,10.375,2012-2013,Employment Insurance Data,10.25,20.64,10.25,2006,2006 Census - Statistics Canada,10.25,14,10.5,2012-2013,Labour Force Survey,10.25,11.7,10.25,2006,2006 Census - Statistics Canada,,,,,
2011,6622,"Store shelf stockers, clerks and order fillers",HOUR,10.25,22.25,11.5,2012-2013,Labour Force Survey,10.25,21.86,11.5,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,24.53,11.25,2012-2013,Labour Force Survey,10.25,22.25,11.5,2012-2013,Labour Force Survey,10.25,22.25,11.5,2012-2013,Labour Force Survey,10.25,19.025,12.15,2012-2013,Employment Insurance Data,,,,,
2011,6623,Other sales related occupations,HOUR,10.25,25.96,11.75,2012-2013,Labour Force Survey,10.25,25.96,11.75,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,25.96,11.75,2012-2013,Labour Force Survey,,,,,,10.25,28.85,13,2012-2013,Labour Force Survey,,,,,,,,,,
2011,6711,"Food counter attendants, kitchen helpers and related support occupations",HOUR,10.25,15.66,10.75,2012-2013,Labour Force Survey,10.25,15,11,2012-2013,Labour Force Survey,10.25,15.66,10.75,2012-2013,Labour Force Survey,,,,,,10.25,15,10.5,2012-2013,Labour Force Survey,10.25,22.49,10.5,2012-2013,Labour Force Survey,10.25,15.5,10.7,2012-2013,Labour Force Survey,10.25,17,11,2012-2013,Labour Force Survey,,,,,
2011,6721,"Support occupations in accommodation, travel and facilities set-up services",HOUR,10.25,32.2796,15.305,2011,National Household Survey,10.25,21.84,12.33,2010-2011,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,10.25,34.0969,16.282,2011,National Household Survey,,,,,,,,,,
2011,6722,"Operators and attendants in amusement, recreation and sport",HOUR,10.25,25.2,13.75,2012-2013,Labour Force Survey,10.25,23.4,12.875,2012-2013,Employment Insurance Data,,,,,,,,,,,10.25,25.2,13.75,2012-2013,Labour Force Survey,10.71,19.96,13,2012-2013,Employment Insurance Data,10.25,25.2,14.5,2012-2013,Labour Force Survey,10.25,22,12,2012-2013,Employment Insurance Data,,,,,
2011,6731,Light duty cleaners,HOUR,10.25,19.52,14.5,2012-2013,Labour Force Survey,10.25,20,14.5,2012-2013,Labour Force Survey,10.25,19.35,14,2011-2012,Labour Force Survey - Statistics Canada,10.5,23.57,14.49,2012-2013,Employment Insurance Data,10.25,18.71,13.5,2012-2013,Labour Force Survey,10.25,19.52,14.5,2012-2013,Labour Force Survey,11,19.86,15,2012-2013,Labour Force Survey,10.25,19.35,14,2011-2012,Labour Force Survey - Statistics Canada,,,,,
